index,value
order469,pork
order469,sugar
order469,herbs
order469,bread
order469,soda
order469,cheese
order469,meat
order470,sausage
order470,fruit
order470,milk
order470,chewing gum
order470,frankfurter
order470,wine
order470,newspapers
order470,frozen fish
order471,beverages
order471,waffles
order471,milk
order471,dental care
order471,tidbits
order471,curd
order471,bakery
order472,sausage
order472,vegetable
order472,fruit
order472,rolls
order472,ham
order472,eggs
order472,butter
order472,bread
order472,soda
order472,cheese
order472,candy
order472,margarine
order473,vegetable
order473,yogurt
order473,fruit
order473,eggs
order473,female sanitary products
order473,napkins
order473,cheese
order474,vegetable
order474,pork
order474,beer
order474,beef
order474,soda
order474,cheese
order474,curd
order475,vegetable
order475,brandy
order475,yogurt
order475,beverages
order475,rolls
order475,beer
order475,frankfurter
order475,shopping bags
order475,soda
order475,cheese
order475,canned fish
order476,vegetable
order476,brandy
order476,yogurt
order476,salty snack
order476,shopping bags
order476,herbs
order476,skin care
order476,waffles
order477,sausage
order477,vegetable
order477,yogurt
order477,fruit
order477,shopping bags
order477,mustard
order477,juice
order478,dessert
order478,fruit
order478,seasonal products
order478,rolls
order478,frankfurter
order478,bread
order478,flower (seeds)
order479,sausage
order479,fruit
order479,milk
order479,eggs
order479,newspapers
order479,margarine
order479,curd
order480,oil
order480,yogurt
order480,salty snack
order480,chocolate
order480,milk
order480,beer
order480,bottled water
order481,fruit
order481,sugar
order481,flour
order481,pasta
order481,soda
order481,baking powder
order481,margarine
order482,vegetable
order482,pork
order482,milk
order482,coffee
order482,canned fish
order482,candy
order482,specialty bar
order483,vegetable
order483,photo/film
order483,dish cleaner
order483,milk
order483,sugar
order483,beef
order483,candy
order483,dental care
order484,sausage
order484,vegetable
order484,frankfurter
order484,flour
order484,bread
order484,bottled water
order484,candy
order485,ice cream
order485,frozen dessert
order485,yogurt
order485,milk
order485,sugar
order485,rolls
order485,beer
order485,frankfurter
order485,bread
order485,soda
order485,coffee
order485,bottled water
order485,cheese
order485,candy
order486,vegetable
order486,fruit
order486,milk
order486,seasonal products
order486,rolls
order486,beef
order486,coffee
order486,pastry
order487,vegetable
order487,beef
order487,wine
order487,butter
order487,flour
order487,whisky
order487,juice
order487,napkins
order487,meat
order488,dish cleaner
order488,yogurt
order488,sugar
order488,rolls
order488,dishes
order488,sauces
order488,meat
order489,vegetable
order489,yogurt
order489,fruit
order489,milk
order489,berries
order489,rolls
order489,soda
order489,bottled water
order489,cheese
order490,vegetable
order490,oil
order490,specialty fat
order490,waffles
order490,berries
order490,rolls
order490,beer
order490,frankfurter
order490,eggs
order490,spices
order490,butter
order490,napkins
order490,baking powder
order490,whipped/sour cream
order490,meat
order491,sausage
order491,yogurt
order491,fruit
order491,rolls
order491,frankfurter
order491,soda
order491,newspapers
order491,bottled water
order491,meat
order492,sausage
order492,vegetable
order492,pork
order492,milk
order492,sugar
order492,berries
order492,rolls
order492,roll products
order492,bread
order492,softener
order492,margarine
order493,oil
order493,salty snack
order493,sugar
order493,flour
order493,bread
order493,coffee
order493,bottled water
order494,vegetable
order494,zwieback
order494,milk
order494,rolls
order494,flower (seeds)
order494,margarine
order494,meat
order495,vegetable
order495,yogurt
order495,fruit
order495,milk
order495,misc. beverages
order495,curd
order495,meat
order496,pork
order496,salty snack
order496,milk
order496,beef
order496,eggs
order496,wine
order496,juice
order496,waffles
order497,sausage
order497,vegetable
order497,yogurt
order497,fruit
order497,soda
order497,cheese
order497,pastry
order498,fruit
order498,milk
order498,frankfurter
order498,eggs
order498,dishes
order498,cheese
order498,pastry
order498,meat
order499,vegetable
order499,potted plants
order499,fruit
order499,milk
order499,rolls
order499,misc. beverages
order499,newspapers
order499,juice
order500,hair spray
order500,yogurt
order500,sugar
order500,wine
order500,flour
order500,bottled water
order500,juice
order500,onions
order501,vegetable
order501,dessert
order501,yogurt
order501,milk
order501,sugar
order501,mayonnaise
order501,beef
order501,eggs
order501,cat food
order501,herbs
order501,bread
order501,soda
order501,juice
order501,whipped/sour cream
order502,fruit
order502,beer
order502,cat food
order502,wine
order502,cosmetics
order502,soda
order502,bottled water
order503,vegetable
order503,yogurt
order503,fruit
order503,milk
order503,frankfurter
order503,butter
order503,shopping bags
order503,juice
order504,vegetable
order504,fruit
order504,milk
order504,flour
order504,bread
order504,juice
order504,napkins
order504,cheese
order504,whipped/sour cream
order505,vegetable
order505,milk
order505,cheese
order505,frozen meals
order505,rolls
order505,sugar
order505,bread
order505,onions
order505,pastry
order505,whipped/sour cream
order506,dessert
order506,ham
order506,liver loaf
order506,napkins
order506,rice
order506,curd
order506,soda
order506,coffee
order506,juice
order506,milk
order506,sugar
order506,pet care
order506,bread
order506,pastry
order506,bakery
order506,vegetable
order506,yogurt
order506,salty snack
order506,fruit
order506,mayonnaise
order507,vegetable
order507,cling film/bags
order507,beer
order507,wine
order507,jam
order507,bread
order507,soda
order507,coffee
order507,bottled water
order507,juice
order507,cheese
order508,fruit
order508,milk
order508,cat food
order508,misc. beverages
order508,shopping bags
order508,soda
order508,coffee
order508,bottled water
order508,juice
order508,cheese
order509,vegetable
order509,milk
order509,cat food
order509,bread
order509,bottled water
order509,cheese
order509,whipped/sour cream
order510,yogurt
order510,zwieback
order510,milk
order510,fruit
order510,jam
order510,butter
order510,dishes
order511,sausage
order511,yogurt
order511,rolls
order511,beef
order511,eggs
order511,instant coffee
order511,cheese
order511,pastry
order511,meat
order512,yogurt
order512,rolls
order512,cat food
order512,beef
order512,newspapers
order512,dishes
order512,napkins
order513,chocolate
order513,seasonal products
order513,ham
order513,eggs
order513,bread
order513,newspapers
order513,bottled water
order513,napkins
order514,dish cleaner
order514,yogurt
order514,fruit
order514,specialty fat
order514,salt
order514,cat food
order514,pastry
order514,margarine
order514,specialty bar
order515,yogurt
order515,fruit
order515,milk
order515,rolls
order515,beer
order515,bread
order515,napkins
order515,pastry
order516,vegetable
order516,yogurt
order516,milk
order516,rolls
order516,frankfurter
order516,coffee
order516,cheese
order516,pastry
order517,sausage
order517,vegetable
order517,sugar
order517,frozen meals
order517,soups
order517,chewing gum
order517,frankfurter
order517,salt
order517,light bulbs
order517,cosmetics
order517,coffee
order517,chicken
order517,napkins
order518,milk
order518,rolls
order518,mayonnaise
order518,frankfurter
order518,bread
order518,newspapers
order518,cheese
order518,margarine
order519,sausage
order519,vegetable
order519,oil
order519,canned fish
order519,pork
order519,yogurt
order519,rolls
order519,beef
order519,butter
order519,bread
order519,cheese
order519,pastry
order520,sausage
order520,fruit
order520,milk
order520,rolls
order520,chewing gum
order520,shopping bags
order520,soda
order521,vegetable
order521,yogurt
order521,salty snack
order521,fruit
order521,milk
order521,sugar
order521,frankfurter
order521,whipped/sour cream
order521,eggs
order521,cosmetics
order521,bottled water
order521,candy
order521,curd
order522,vegetable
order522,chocolate
order522,fruit
order522,milk
order522,rolls
order522,beer
order522,butter
order522,bottled water
order522,baking powder
order522,napkins
order522,margarine
order522,curd
order523,dessert
order523,cosmetics
order523,shopping bags
order523,soda
order523,juice
order523,candy
order523,curd
order524,vegetable
order524,fruit
order524,beef
order524,misc. beverages
order524,chicken
order524,bottled water
order524,juice
order524,onions
order524,canned fish
order524,napkins
order525,vegetable
order525,yogurt
order525,chocolate
order525,fruit
order525,rolls
order525,soda
order525,newspapers
order525,cheese
order526,vegetable
order526,fruit
order526,milk
order526,nuts/prunes
order526,rolls
order526,beer
order526,liquor (appetizer)
order526,coffee
order527,vegetable
order527,yogurt
order527,fruit
order527,milk
order527,frankfurter
order527,butter
order527,curd
order528,vegetable
order528,yogurt
order528,fruit
order528,seasonal products
order528,rolls
order528,butter
order528,cosmetics
order528,grapes
order528,chicken
order528,organic sausage
order528,whipped/sour cream
order529,chocolate
order529,candles
order529,liquor (appetizer)
order529,soda
order529,bottled water
order529,cheese
order529,waffles
order530,sausage
order530,vegetable
order530,yogurt
order530,rolls
order530,beer
order530,mayonnaise
order530,shopping bags
order530,soda
order530,bottled water
order531,sausage
order531,chocolate
order531,fruit
order531,milk
order531,sugar
order531,eggs
order531,juice
order531,cheese
order531,pastry
order531,tidbits
order532,vegetable
order532,chocolate
order532,fruit
order532,milk
order532,specialty fat
order532,sugar
order532,frankfurter
order532,salt
order532,jam
order532,shopping bags
order532,coffee
order532,juice
order532,cheese
order532,canned fish
order532,waffles
order532,bakery
order533,vegetable
order533,milk
order533,frankfurter
order533,house keeping products
order533,shopping bags
order533,soda
order533,coffee
order533,napkins
order533,newspapers
order533,bakery
order534,sausage
order534,beverages
order534,yogurt
order534,fruit
order534,milk
order534,chocolate
order534,pasta
order534,waffles
order535,sausage
order535,vegetable
order535,frozen dessert
order535,cling film/bags
order535,fruit
order535,sugar
order535,newspapers
order535,coffee
order535,cheese
order536,vegetable
order536,yogurt
order536,milk
order536,misc. beverages
order536,bottled water
order536,juice
order536,cheese
order537,vegetable
order537,pork
order537,fruit
order537,milk
order537,rolls
order537,roll products
order537,butter
order537,herbs
order537,cheese
order537,pastry
order537,margarine
order537,meat
order538,sausage
order538,yogurt
order538,salty snack
order538,fruit
order538,milk
order538,rolls
order538,ham
order538,shopping bags
order538,cheese
order538,pastry
order538,margarine
order539,fruit
order539,milk
order539,rolls
order539,beer
order539,beef
order539,frankfurter
order539,bread
order539,coffee
order540,vegetable
order540,milk
order540,berries
order540,rolls
order540,eggs
order540,frozen fish
order540,curd
order541,vegetable
order541,milk
order541,rolls
order541,ham
order541,mayonnaise
order541,eggs
order541,margarine
order541,curd
order541,meat
order542,vegetable
order542,yogurt
order542,milk
order542,beer
order542,wine
order542,coffee
order542,chicken
order543,vegetable
order543,Instant food products
order543,detergent
order543,fruit
order543,eggs
order543,frankfurter
order543,meat
order544,chocolate
order544,fruit
order544,milk
order544,beer
order544,shopping bags
order544,bottled water
order544,whipped/sour cream
order544,curd
order545,vegetable
order545,fruit
order545,butter
order545,bread
order545,soda
order545,bottled water
order545,baking powder
order546,vegetable
order546,milk
order546,wine
order546,bread
order546,soda
order546,chicken
order546,onions
order546,frozen fish
order547,vegetable
order547,potted plants
order547,pork
order547,fruit
order547,milk
order547,frozen meals
order547,beer
order547,eggs
order547,soda
order547,margarine
order547,curd
order548,sausage
order548,vegetable
order548,dessert
order548,pork
order548,rolls
order548,dog food
order548,beef
order548,grapes
order548,napkins
order548,meat
order549,vegetable
order549,salty snack
order549,fruit
order549,milk
order549,jam
order549,grapes
order549,coffee
order550,vegetable
order550,pork
order550,yogurt
order550,milk
order550,frankfurter
order550,soda
order550,frozen fish
order551,sausage
order551,vegetable
order551,fruit
order551,berries
order551,rolls
order551,bottled water
order551,cheese
order552,sausage
order552,milk
order552,rolls
order552,beer
order552,shopping bags
order552,soda
order552,bottled water
order553,vegetable
order553,milk
order553,herbs
order553,newspapers
order553,napkins
order553,cheese
order553,waffles
order554,vegetable
order554,chocolate
order554,fruit
order554,milk
order554,cheese
order554,wine
order554,butter
order554,cosmetics
order554,herbs
order554,bottled water
order554,napkins
order554,onions
order554,rubbing alcohol
order554,bakery
order555,sausage
order555,vegetable
order555,yogurt
order555,beer
order555,shopping bags
order555,soda
order555,bottled water
order556,sausage
order556,vegetable
order556,chocolate
order556,fruit
order556,sugar
order556,rolls
order556,frankfurter
order557,vegetable
order557,chocolate
order557,fruit
order557,milk
order557,rolls
order557,flour
order557,chicken
order557,pastry
order557,whipped/sour cream
order558,sausage
order558,vegetable
order558,detergent
order558,yogurt
order558,salty snack
order558,fruit
order558,milk
order558,frankfurter
order558,bread
order558,pasta
order558,soda
order558,vinegar
order558,whipped/sour cream
order559,vegetable
order559,dessert
order559,yogurt
order559,chocolate
order559,milk
order559,rolls
order559,beef
order559,jam
order559,light bulbs
order559,liquor (appetizer)
order559,soda
order559,bathroom cleaner
order559,candy
order559,margarine
order559,waffles
order560,sausage
order560,turkey
order560,fruit
order560,beef
order560,flour
order560,herbs
order560,bottled water
order560,margarine
order560,Instant food products
order561,Instant food products
order561,finished products
order561,pork
order561,salty snack
order561,chocolate
order561,berries
order561,rolls
order561,beef
order561,eggs
order561,butter
order561,flour
order561,cosmetics
order561,bread
order561,soda
order561,chicken
order561,flower (seeds)
order561,pastry
order561,meat
order562,sausage
order562,salty snack
order562,beer
order562,liver loaf
order562,misc. beverages
order562,shopping bags
order562,juice
order563,chocolate
order563,fruit
order563,beer
order563,misc. beverages
order563,shopping bags
order563,soda
order563,candy
order564,vegetable
order564,oil
order564,milk
order564,shopping bags
order564,dishes
order564,juice
order564,mustard
order564,waffles
order565,dessert
order565,yogurt
order565,chocolate
order565,rolls
order565,shopping bags
order565,soda
order565,bottled water
order565,meat
order566,vegetable
order566,kitchen towels
order566,rolls
order566,wine
order566,bread
order566,soda
order566,newspapers
order566,juice
order566,margarine
order566,meat
order567,vegetable
order567,beverages
order567,fruit
order567,berries
order567,bakery
order567,grapes
order567,Instant food products
order568,sausage
order568,vegetable
order568,dessert
order568,yogurt
order568,chocolate
order568,waffles
order568,milk
order568,frankfurter
order568,butter
order568,bread
order568,dishes
order568,pastry
order568,curd
order569,vegetable
order569,salty snack
order569,fruit
order569,milk
order569,frozen meals
order569,berries
order569,beef
order569,eggs
order569,chicken
order569,whipped/sour cream
order570,vegetable
order570,ice cream
order570,milk
order570,beer
order570,shopping bags
order570,newspapers
order570,chicken
order571,sausage
order571,vegetable
order571,fruit
order571,rolls
order571,eggs
order571,butter
order571,bread
order571,napkins
order571,cheese
order572,vegetable
order572,beverages
order572,yogurt
order572,pork
order572,chocolate
order572,frozen meals
order572,rolls
order572,beer
order572,kitchen towels
order573,vegetable
order573,oil
order573,pork
order573,fruit
order573,milk
order573,roll products
order573,bottled water
order573,candy
order573,whipped/sour cream
order574,vegetable
order574,detergent
order574,potted plants
order574,milk
order574,beer
order574,butter
order574,shopping bags
order574,bottled water
order574,curd
order575,vegetable
order575,sugar
order575,chewing gum
order575,specialty bar
order575,juice
order575,baking powder
order575,margarine
order575,meat
order576,vegetable
order576,pork
order576,salty snack
order576,fruit
order576,milk
order576,chocolate
order576,rolls
order576,rum
order576,eggs
order576,butter
order576,cosmetics
order576,herbs
order576,bottled water
order576,baking powder
order577,fruit
order577,berries
order577,ham
order577,bakery
order577,chicken
order577,flower (seeds)
order577,cheese
order577,meat
order578,fruit
order578,cheese
order578,beer
order578,wine
order578,light bulbs
order578,liquor (appetizer)
order578,newspapers
order578,coffee
order578,onions
order578,dental care
order579,sausage
order579,vegetable
order579,pork
order579,cat food
order579,coffee
order579,cheese
order579,margarine
order579,dental care
order579,meat
order580,photo/film
order580,beer
order580,bread
order580,soda
order580,newspapers
order580,juice
order580,bottled water
order581,vegetable
order581,chocolate
order581,salty snack
order581,kitchen towels
order581,beef
order581,newspapers
order581,margarine
order581,waffles
order582,fruit
order582,milk
order582,cake bar
order582,shopping bags
order582,pastry
order582,waffles
order582,specialty bar
order583,vegetable
order583,detergent
order583,cling film/bags
order583,dessert
order583,yogurt
order583,chocolate
order583,fruit
order583,berries
order583,ham
order583,rolls
order583,grapes
order583,honey
order583,napkins
order583,margarine
order583,curd
order584,sausage
order584,vegetable
order584,milk
order584,rolls
order584,cake bar
order584,bread
order584,soda
order584,margarine
order584,bakery
order585,vegetable
order585,ice cream
order585,beverages
order585,fruit
order585,sugar
order585,wine
order585,shopping bags
order585,soda
order585,newspapers
order585,chicken
order585,juice
order585,rice
order585,canned fish
order585,Instant food products
order586,vegetable
order586,detergent
order586,dessert
order586,yogurt
order586,fruit
order586,milk
order586,waffles
order586,meat
order587,dessert
order587,yogurt
order587,seasonal products
order587,milk
order587,rolls
order587,soda
order587,cheese
order588,vegetable
order588,ice cream
order588,frozen dessert
order588,dessert
order588,fruit
order588,rolls
order588,butter
order588,shopping bags
order588,newspapers
order588,juice
order588,baking powder
order588,cheese
order588,canned fish
order588,Instant food products
order589,vegetable
order589,pork
order589,beef
order589,dental care
order589,shopping bags
order589,cheese
order589,whipped/sour cream
order589,curd
order590,berries
order590,beer
order590,cat food
order590,salt
order590,female sanitary products
order590,soda
order590,organic products
order591,vegetable
order591,yogurt
order591,waffles
order591,milk
order591,frozen fish
order591,onions
order591,curd
order592,sausage
order592,vegetable
order592,dessert
order592,yogurt
order592,chocolate
order592,fruit
order592,frozen meals
order592,house keeping products
order592,bakery
order592,bread
order592,juice
order592,candy
order592,meat
order593,vegetable
order593,pork
order593,fruit
order593,milk
order593,frankfurter
order593,newspapers
order593,frozen fish
order593,margarine
order593,whipped/sour cream
order594,bottled water
order594,rice
order594,onions
order594,oil
order594,chocolate
order594,juice
order594,meat
order594,frozen dessert
order594,milk
order594,eggs
order594,butter
order594,bread
order594,mustard
order594,margarine
order594,whipped/sour cream
order594,bakery
order594,vegetable
order594,turkey
order594,yogurt
order594,fruit
order594,frozen meals
order594,rum
order594,dog food
order594,salt
order594,baking powder
order594,cheese
order595,vegetable
order595,oil
order595,rolls
order595,beer
order595,cosmetics
order595,bottled water
order595,napkins
order596,rolls
order596,frankfurter
order596,ketchup
order596,decalcifier
order596,curd
order596,beer
order596,canned fish
order596,meat
order596,pork
order596,milk
order596,sugar
order596,chewing gum
order596,eggs
order596,butter
order596,cosmetics
order596,mustard
order596,whipped/sour cream
order596,vegetable
order596,yogurt
order596,beef
order596,cheese
order597,vegetable
order597,salty snack
order597,milk
order597,soda
order597,newspapers
order597,juice
order597,bottled water
order597,dental care
order598,vegetable
order598,pork
order598,yogurt
order598,fruit
order598,milk
order598,rolls
order598,frankfurter
order598,bread
order598,soda
order598,cheese
order599,vegetable
order599,dessert
order599,fruit
order599,milk
order599,frankfurter
order599,instant coffee
order599,newspapers
order599,pastry
order599,tea
order599,curd
order600,vegetable
order600,yogurt
order600,fruit
order600,milk
order600,sugar
order600,chewing gum
order600,bottled water
order600,baking powder
order600,cheese
order600,margarine
order600,meat
order601,vegetable
order601,dessert
order601,chocolate
order601,milk
order601,frozen meals
order601,butter
order601,bottled water
order601,juice
order601,rice
order601,frozen fish
order601,bakery
order602,sausage
order602,vegetable
order602,chocolate
order602,salty snack
order602,milk
order602,cat food
order602,butter
order602,waffles
order602,bakery
order603,rolls
order603,napkins
order603,rice
order603,onions
order603,oil
order603,chocolate
order603,beer
order603,instant coffee
order603,liquor (appetizer)
order603,coffee
order603,canned fish
order603,meat
order603,specialty fat
order603,milk
order603,butter
order603,bread
order603,whipped/sour cream
order603,bakery
order603,vegetable
order603,yogurt
order603,fruit
order603,mayonnaise
order603,beef
order603,house keeping products
order603,cheese
order604,vegetable
order604,yogurt
order604,chocolate
order604,fruit
order604,milk
order604,rolls
order604,newspapers
order604,baking powder
order604,bakery
order605,yogurt
order605,chocolate
order605,fruit
order605,waffles
order605,rolls
order605,eggs
order605,spices
order605,shopping bags
order605,chicken
order605,bottled water
order605,curd
order606,vegetable
order606,salty snack
order606,fruit
order606,milk
order606,sugar
order606,eggs
order606,butter
order606,shopping bags
order606,napkins
order606,whipped/sour cream
order606,bakery
order607,vegetable
order607,waffles
order607,milk
order607,berries
order607,shopping bags
order607,herbs
order607,cereals
order607,cheese
order607,curd
order607,bakery
order608,vegetable
order608,pork
order608,cookware
order608,frozen meals
order608,beef
order608,napkins
order608,margarine
order609,vegetable
order609,fruit
order609,milk
order609,rolls
order609,dishes
order609,bottled water
order609,napkins
order610,vegetable
order610,milk
order610,beer
order610,frankfurter
order610,roll products
order610,flour
order610,shopping bags
order610,napkins
order610,meat
order611,vegetable
order611,yogurt
order611,fruit
order611,milk
order611,dog food
order611,newspapers
order611,bottled water
order611,cheese
order612,vegetable
order612,oil
order612,milk
order612,rolls
order612,dishes
order612,bottled water
order612,juice
order612,softener
order613,vegetable
order613,potted plants
order613,yogurt
order613,salty snack
order613,fruit
order613,milk
order613,waffles
order613,beef
order613,frankfurter
order613,flour
order613,misc. beverages
order613,soda
order613,coffee
order613,bottled water
order613,juice
order613,cheese
order613,margarine
order613,whipped/sour cream
order614,vegetable
order614,fruit
order614,milk
order614,waffles
order614,flour
order614,cosmetics
order614,bread
order614,baking powder
order614,cheese
order614,margarine
order614,whipped/sour cream
order615,vegetable
order615,yogurt
order615,fruit
order615,milk
order615,rolls
order615,whipped/sour cream
order615,cheese
order615,pastry
order615,curd
order616,vegetable
order616,ice cream
order616,fruit
order616,flour
order616,misc. beverages
order616,bread
order616,soda
order616,coffee
order616,juice
order616,pastry
order617,dessert
order617,beer
order617,butter
order617,shopping bags
order617,cheese
order617,candy
order617,curd
order618,vegetable
order618,cling film/bags
order618,dessert
order618,candles
order618,abrasive cleaner
order618,dishes
order618,candy
order619,vegetable
order619,yogurt
order619,milk
order619,shopping bags
order619,bread
order619,newspapers
order619,bottled water
order619,curd
order620,vegetable
order620,pork
order620,waffles
order620,milk
order620,rolls
order620,eggs
order620,jam
order620,butter
order620,bread
order620,soda
order620,napkins
order620,cheese
order620,pastry
order620,candy
order620,whipped/sour cream
order621,sausage
order621,vegetable
order621,brandy
order621,ham
order621,misc. beverages
order621,grapes
order621,shopping bags
order621,bottled water
order622,vegetable
order622,potted plants
order622,yogurt
order622,fruit
order622,milk
order622,beer
order622,grapes
order622,bread
order622,newspapers
order622,rice
order622,cheese
order623,sausage
order623,vegetable
order623,oil
order623,chocolate
order623,fruit
order623,milk
order623,nuts/prunes
order623,mayonnaise
order623,beef
order623,newspapers
order623,baking powder
order624,chocolate
order624,salty snack
order624,fruit
order624,nuts/prunes
order624,frankfurter
order624,cosmetics
order624,bread
order624,soda
order624,shopping bags
order624,onions
order624,juice
order624,cheese
order625,fruit
order625,milk
order625,sugar
order625,soups
order625,bottled water
order625,rice
order625,cheese
order625,margarine
order626,vegetable
order626,yogurt
order626,chocolate
order626,fruit
order626,milk
order626,roll products
order626,butter
order626,misc. beverages
order626,soda
order626,newspapers
order626,juice
order626,cheese
order626,margarine
order626,whipped/sour cream
order627,vegetable
order627,finished products
order627,canned fish
order627,potted plants
order627,fruit
order627,milk
order627,seasonal products
order627,dental care
order627,cosmetics
order627,pastry
order627,frozen fish
order628,salty snack
order628,waffles
order628,milk
order628,coffee
order628,chicken
order628,dishes
order628,cheese
order628,margarine
order628,curd
order629,vegetable
order629,oil
order629,milk
order629,sugar
order629,beer
order629,eggs
order629,coffee
order629,chicken
order629,candy
order629,margarine
order629,specialty bar
order630,sausage
order630,vegetable
order630,milk
order630,cheese
order630,rolls
order630,beer
order630,wine
order630,herbs
order630,soda
order630,bottled water
order630,onions
order631,sausage
order631,oil
order631,vegetable
order631,fruit
order631,spices
order631,frankfurter
order631,misc. beverages
order631,bottled water
order632,fruit
order632,sugar
order632,instant coffee
order632,soda
order632,chicken
order632,baking powder
order632,whipped/sour cream
order633,vegetable
order633,milk
order633,bread
order633,soda
order633,bottled water
order633,baking powder
order633,napkins
order633,whipped/sour cream
order634,frozen dessert
order634,milk
order634,frozen meals
order634,berries
order634,rolls
order634,shopping bags
order634,soda
order635,vegetable
order635,pork
order635,chocolate
order635,waffles
order635,milk
order635,butter
order635,cosmetics
order635,chicken
order635,margarine
order635,curd
order636,vegetable
order636,oil
order636,canned fish
order636,candles
order636,soups
order636,beef
order636,herbs
order636,juice
order636,cheese
order636,vinegar
order636,margarine
order636,whipped/sour cream
order636,meat
order637,vegetable
order637,milk
order637,beer
order637,cat food
order637,cosmetics
order637,bread
order637,liquor (appetizer)
order637,newspapers
order637,juice
order637,shopping bags
order637,waffles
order638,vegetable
order638,dessert
order638,fruit
order638,seasonal products
order638,butter
order638,bread
order638,cheese
order638,dental care
order639,sausage
order639,vegetable
order639,fruit
order639,milk
order639,bottled water
order639,juice
order639,cheese
order639,tea
order640,milk
order640,mayonnaise
order640,cat food
order640,coffee
order640,mustard
order640,bottled water
order640,cheese
order640,margarine
order641,vegetable
order641,frozen dessert
order641,pork
order641,yogurt
order641,fruit
order641,milk
order641,chewing gum
order641,frankfurter
order641,curd
order642,vegetable
order642,chocolate
order642,fruit
order642,sugar
order642,milk
order642,beer
order642,candles
order642,juice
order642,cheese
order643,vegetable
order643,yogurt
order643,fruit
order643,milk
order643,sugar
order643,waffles
order643,margarine
order643,whipped/sour cream
order644,sausage
order644,dessert
order644,frankfurter
order644,butter
order644,bread
order644,coffee
order644,cheese
order644,pastry
order644,waffles
order645,vegetable
order645,photo/film
order645,yogurt
order645,kitchen towels
order645,fruit
order645,milk
order645,cosmetics
order645,pasta
order645,juice
order645,cheese
order645,dental care
order646,dessert
order646,yogurt
order646,cake bar
order646,light bulbs
order646,bread
order646,soda
order646,pastry
order646,bakery
order647,yogurt
order647,berries
order647,mayonnaise
order647,bakery
order647,bread
order647,chicken
order647,cheese
order647,whipped/sour cream
order647,meat
order648,vegetable
order648,fruit
order648,milk
order648,sugar
order648,soups
order648,beer
order648,butter
order648,soda
order648,softener
order648,pastry
order648,margarine
order648,bakery
order649,vegetable
order649,dessert
order649,pork
order649,chocolate
order649,fruit
order649,milk
order649,shopping bags
order649,juice
order649,cheese
order650,yogurt
order650,chocolate
order650,sugar
order650,rolls
order650,misc. beverages
order650,cosmetics
order650,soda
order650,napkins
order650,cheese
order651,sausage
order651,milk
order651,ham
order651,mayonnaise
order651,butter
order651,bottled water
order651,baking powder
order651,juice
order651,meat
order652,vegetable
order652,finished products
order652,fruit
order652,beer
order652,eggs
order652,newspapers
order652,margarine
order653,vegetable
order653,potted plants
order653,chocolate
order653,beer
order653,wine
order653,newspapers
order653,chicken
order654,vegetable
order654,dessert
order654,ham
order654,wine
order654,bread
order654,pasta
order654,bottled water
order654,juice
order654,margarine
order655,vegetable
order655,potted plants
order655,fruit
order655,beef
order655,soda
order655,bottled water
order655,juice
order656,salty snack
order656,milk
order656,beer
order656,chewing gum
order656,butter
order656,chicken
order656,cheese
order656,waffles
order657,vegetable
order657,yogurt
order657,milk
order657,beef
order657,butter
order657,abrasive cleaner
order657,soda
order657,newspapers
order658,vegetable
order658,yogurt
order658,milk
order658,berries
order658,ham
order658,specialty bar
order658,butter
order658,bread
order658,cheese
order658,margarine
order658,meat
order659,vegetable
order659,ice cream
order659,yogurt
order659,fruit
order659,milk
order659,rolls
order659,beef
order659,juice
order659,pastry
order659,meat
order660,vegetable
order660,yogurt
order660,fruit
order660,milk
order660,ham
order660,dog food
order660,herbs
order660,bread
order660,juice
order660,cheese
order661,beverages
order661,chocolate
order661,fruit
order661,ham
order661,cheese
order661,waffles
order661,specialty bar
order662,vegetable
order662,yogurt
order662,beverages
order662,fruit
order662,milk
order662,frozen meals
order662,kitchen towels
order662,frankfurter
order662,liver loaf
order662,bread
order662,soda
order662,bottled water
order662,juice
order662,cereals
order662,cheese
order662,pastry
order663,vegetable
order663,oil
order663,fruit
order663,milk
order663,beer
order663,eggs
order663,salt
order663,spices
order663,newspapers
order663,coffee
order663,vinegar
order663,margarine
order663,curd
order663,meat
order664,vegetable
order664,beef
order664,cat food
order664,bread
order664,soda
order664,chicken
order664,bottled water
order664,margarine
order665,vegetable
order665,pork
order665,chocolate
order665,shopping bags
order665,napkins
order665,cheese
order665,specialty bar
order666,vegetable
order666,pork
order666,yogurt
order666,fruit
order666,milk
order666,seasonal products
order666,frankfurter
order666,instant coffee
order666,bread
order666,chicken
order667,vegetable
order667,milk
order667,beef
order667,pet care
order667,newspapers
order667,chicken
order667,cheese
order668,sausage
order668,vegetable
order668,chocolate
order668,milk
order668,frozen meals
order668,rolls
order668,ham
order668,grapes
order668,candy
order668,waffles
order669,sausage
order669,pork
order669,frankfurter
order669,newspapers
order669,cheese
order669,pastry
order669,margarine
order670,vegetable
order670,ice cream
order670,yogurt
order670,milk
order670,flour
order670,pudding powder
order670,baking powder
order670,margarine
order671,vegetable
order671,pork
order671,fruit
order671,eggs
order671,frankfurter
order671,ketchup
order671,soda
order671,syrup
order671,skin care
order671,newspapers
order671,pastry
order672,vegetable
order672,frozen dessert
order672,salad dressing
order672,fruit
order672,milk
order672,frankfurter
order672,whipped/sour cream
order672,butter
order672,chicken
